Complaint ID,URL,Title,User,Date,Full Text
bellonadan-aldigim-mobilyalarda-bitmeyen-kusurlar-ve-cozum-bulamama,https://www.sikayetvar.com/bellona/bellonadan-aldigim-mobilyalarda-bitmeyen-kusurlar-ve-cozum-bulamama,Bellona'dan Aldığım Mobilyalarda Bitmeyen Kusurlar Ve Çözüm Bulamama,Ümit,14 Aralık 2025 00:51,"Samsun Bellona'dan iki yıl önce yemek odası ve koltuk takımı aldım. Bütün ürünlerim kusurlu geldi. Kurumsal firma diye güvenerek aldım ama iki yıldırservisle uğraşmaktan bıktım. Kesinlikle çözüm olmadılar. Hangi birini yaptıracağımızı şaşırdık. En son tüketici hakem heyetine başvurduk. Olumlu dönüş alsak bile, üretimden kalktığı için muhtemelen mağaza değişim için para isteyecektir. Tekrar borca girmek istemiyorum. Biz hata yaptık, siz yapmayın. Çok üzdüler bizi."
bellona-soft-selection-pro-5-yatakta-cokme-lekelenme-ve-saglik-sorunlari,https://www.sikayetvar.com/bellona/bellona-soft-selection-pro-5-yatakta-cokme-lekelenme-ve-saglik-sorunlari,"BellonaSoft Selection Pro 5 Yatakta Çökme, Lekelenme Ve Sağlık Sorunları",Safiye,13 Aralık 2025 16:32,"Bellona Soft Selection Pro 5 yatak aldığım günden bu yana, yaklaşık 2 yıldır, yatakta çökme, sarı lekelenmeler ve aşırı terletme sorunu yaşıyorum.Yataktan kaynaklandığını hiç düşünmemiştim, ta ki başka bir yatakta yatana kadar. 2 yıldır defalarca doktora gittim, terlemeyle ilgili testler yaptırdım, hiçbir şey çıkmadı. Bu terleme, ötesinde insanı korkutan bir durum; her gece uyanıp üzerimi değiştiriyorum. Sağlık Bakanlığı'na da şikâyette bulundum.Kaliteli olduğunu düşünerek pahalı bir ürün alıyorsunuz, kötü çıkma ihtimalini hiç düşünmüyorsunuz. Bu firma için gerekli tüm yerlere şikâyette bulunacağım."
bellonadan-aldigimiz-urunlerde-surekli-defolar-ve-yetersiz-musteri-destegi-deneyimi,https://www.sikayetvar.com/bellona/bellonadan-aldigimiz-urunlerde-surekli-defolar-ve-yetersiz-musteri-destegi-deneyimi,Bellona'dan Aldığımız Ürünlerde Sürekli Defolar Ve Yetersiz Müşteri Desteği Deneyimi,Muzaffer,13 Aralık 2025 15:25,Markasına güvenip aldığımız Bellona marka ürünlerimiz 2 kez değişim yapılmasına rağmen ezik çizik lekeli ve renk tonu mevcut. Siteler hane Bellona dan aldığımız ürünler sürekli 10 gün 10 gün 2 ay oldu her gelen ürün diğerinden çok daha kötü ve defolu koskoca Bellona fabrikasından çıkan ürünleri çıkış kalite ekibi olmadan mı sevk ediyor. Bir muhatap bulamıyoruz ve sürekli oyalanıyoruz. Pişmanlık ötesi. Başka bir müşterinin şikayet ettiği ürünü ondan alıp size veriyorlar ve adına fabrikadan geldi diyorlar. Sıfır sandalye almışım defolu çıkmış yeniden getirmişler daha beter bir de diyorlar içinden iyileri seçin 2. El eşya pazarı olmuş Bellona.
bellona-genc-odasi-takiminda-erken-asinma-ve-ilgisiz-servis,https://www.sikayetvar.com/bellona/bellona-genc-odasi-takiminda-erken-asinma-ve-ilgisiz-servis,BellonaGenç Odası Takımında Erken Aşınma Ve İlgisiz Servis,Sibel,13 Aralık 2025 13:16,"2 yıl önce Bellona'dan Mavenna genç odası takımı aldık. Çalışma masasının yüzeyinde aşınma ve soyulma başladı. Garantisi olduğu içinservisle görüştük, sorunun bizden kaynaklı olduğunu söyleyip ilgilenmediler.Bellona kalitesine güvenip aldım fakat ürün kalitesi düşük olduğu için aşınmalar meydana geldiLütfen bu sorunu giderin"
yuksek-fiyata-aldigim-valencia-yemek-masasinda-kisa-surede-cokme-ve-soyulma-sorunu,https://www.sikayetvar.com/bellona/yuksek-fiyata-aldigim-valencia-yemek-masasinda-kisa-surede-cokme-ve-soyulma-sorunu,Yüksek Fiyata Aldığım Valencia Yemek Masasında Kısa Sürede Çökme Ve Soyulma Sorunu!,Recep,13 Aralık 2025 11:52,"Geçen sene Malatya Canbaylar Bellona mağazasından Valencia yemek takımı ve oturma grubu satın aldım. Ürünü aldıktan yaklaşık iki ay sonra yemek masasının üst kısmındaki birleşme noktasında aşağı doğru hafif bir çökme oluştu. Son bir aydır ise yemek masasının ayak kısmında belirgin soyulmalar başladı.
Yaklaşık 41.000 TL ödeyerek taksitli şekilde aldığım bir ürünün bu kadar kısa sürede hem göçme hem de soyulma problemi yaşatması kalite açısından beni ciddi şekilde hayal kırıklığına uğrattı. Konuyla ilgili olarak ürünü satan satış danışmanı ile iletişime geçmeme rağmen herhangi bir geri dönüş yapılmadı.
Ürünün garanti kapsamında değerlendirilerek Valencia yemek masasının yenisiyle değiştirilmesini talep ediyorum. Gerekli incelemenin yapılarak tarafıma en kısa sürede dönüş sağlanmasını rica ederim."
bellonadan-alinan-urunler-teslim-edilmedi-magduriyetim-artiyor,https://www.sikayetvar.com/bellona/bellonadan-alinan-urunler-teslim-edilmedi-magduriyetim-artiyor,"Bellona’dan Alınan Ürünler Teslim Edilmedi, Mağduriyetim Artıyor",Nurkaya,13 Aralık 2025 11:36,"Kasım ayının 2’sinde Afyonkarahisar Ali Çetinkaya Bulvarı üzerindeki Bellona showroom’undan Masse köşe takımı ve Niki orta sehpa satın aldım. Ödemeyi kredi kartı ile peşin fiyatına 6 taksit olarak, yaklaşık 24.000 TL tutarında gerçekleştirdim. Sipariş sırasında teslimat aralığı 11–18 Kasım olarak belirtilmesine rağmen, bugün itibarıyla ürünlerim hâlâ teslim edilmedi.
Teslimatla ilgili defalarca kez görüştüğümde, her seferinde önce 15 gün İnegöl depo, sonra 15 gün Eskişehir depo gibi bahanelerle oyalanıyorum. Sevkiyatın hazır olduğu söyleniyor ama ürünler bir türlü evime gelmiyor. Afyonkarahisar İscehisar ilçesi Şirinevler Mahallesi Çiçek Sokak No:**/1 adresinde oturuyorum ve şu anda evimde oturacak koltuğum bile yokken bu şekilde bekletilmem benim için ciddi mağduriyet oluşturuyor.
Kasım başında parasını ödediğim Masse köşe takımı ve Niki orta sehpanın, hiçbir bahane üretilmeden acilen adresime teslim edilmesini ve bu gecikme nedeniyle yaşadığım mağduriyetin açıklanarak giderilmesini talep ediyorum."
koltuklarin-hatali-tamiri-sonrasi-daha-kotu-durumda-teslim-edilmesi-ve-degisim-talebi,https://www.sikayetvar.com/bellona/koltuklarin-hatali-tamiri-sonrasi-daha-kotu-durumda-teslim-edilmesi-ve-degisim-talebi,Koltukların Hatalı Tamiri Sonrası Daha Kötü Durumda Teslim Edilmesi Ve Değişim Talebi,Köksal,13 Aralık 2025 00:28,"10.01.2025 tarihinde Üsküdar Nizamlar Bellona bayisinden iki adet Nadia 3’lü yataklı koltuk satın aldım. Kısa süre içinde koltukların dikişleri söküldü ve bunun üzerine garanti kapsamında servis talebinde bulundum. Gelen ekip koltukları alarak kumaş değişimi yaptı.
Ancak kumaşı değiştirilen koltuklardan birinin kumaşı bu kez yırtık şekilde geri getirildi ve ayrıca koltuğun arka kısmı da yanlış dikilmiş durumda. Yani yapılan tamir işlemi hem hatalı hem de koltuklar ilk halinden daha kötü bir vaziyette teslim edildi.
Sz0000000390 numaralı faturaya ait bu ürünlerde, yanlış ve özensiz yapılan tamir nedeniyle bu koltukları bu haliyle kesinlikle kabul etmiyorum. Bellonagenel merkeztarafından ürünlerimin ayıpsız ve sorunsuz olacak şekilde değiştirilmesini ve yaşadığım mağduriyetin giderilmesini talep ediyorum."
yasal-cayma-hakkima-ragmen-kesintisiz-iade-yapilmiyor,https://www.sikayetvar.com/bellona/yasal-cayma-hakkima-ragmen-kesintisiz-iade-yapilmiyor,Yasal Cayma Hakkıma Rağmen Kesintisiz İade Yapılmıyor,Ali,12 Aralık 2025 23:40,"Bellona’nın internet sitesi üzerinden Adana için oluşturduğum 0007988117 numaralı siparişim kapsamında satın aldığım ürünler, 01.12.2025 tarihinde tarafıma teslim edildi. Ürünlerden yalnızca çalışma masası için 08.12.2025 tarihindeiadetalebinde bulundum ve çalışma masası 12.12.2025 tarihinde evimden geri alındı. Çalışma masası için ödediğim tutar 6.409,09 TL idi.
Ürün alındıktan sonra Bellonamüşteri hizmetleritarafından aranarak, iadenin yüzde 30 kesintiyle yapılacağı ve buna mecbur olduğum yönünde bir yaklaşımla karşılaştım. 11.12.2025 tarihindeki telefon görüşmemizde, kendi müşteri temsilcinizin çalışma masasında hiçbir kesinti olmayacağını bana açıkça söylediğini belirtmeme rağmen bu beyan dikkate alınmadı. İnternet alışverişlerinde geçerli olan Mesafeli Satış Yönetmeliği kapsamında 14 gün içinde cayma hakkım bulunmasına rağmen, Bellona bu hakkımı fiilen kullanmamı zorlaştırdı.
Kesintiyi kabul etmediğim için iademi gerçekleştirmediler. Bunun üzerine müşteri hizmetlerini tekrar aradığımda, çalışma masası için bu kez kesinti olmadan iade alabileceğimi yeniden teyit ettiler; ancak iş iadenin banka üzerinden yapılması aşamasına gelince tekrar yüzde 30 kesinti uygulamaya çalıştılar. Aynı konu hakkında çelişkili bilgiler verilerek hem zamanım alındı hem de yasal cayma hakkımı kullanmam engellenmeye çalışıldı.
Çalışma masasını 14 günlük yasal süre içinde iade etmiş olmama rağmen hâlâ kesintili iade dayatılması nedeniyle mağdur edilmek istemiyorum. Çalışma masası için ödediğim 6.409,09 TL’nin, alım esnasındaki yüzde 15indirimdahil olmak üzere, hiçbir kesinti yapılmadan eksiksiz şekilde tarafıma iade edilmesini talep ediyorum."
bellonadan-aldigim-nadia-koltuk-takimi-ilk-gunden-gicirdiyor-iade-talebim-yazili-olarak-reddedildi,https://www.sikayetvar.com/bellona/bellonadan-aldigim-nadia-koltuk-takimi-ilk-gunden-gicirdiyor-iade-talebim-yazili-olarak-reddedildi,"Bellona'dan Aldığım Nadia Koltuk Takımı İlk Günden Gıcırdıyor, İade Talebim Yazılı Olarak Reddedildi",Alperen,12 Aralık 2025 23:31,"Bellona markasına olan güvenimizle 30.11.2025 tarihinde Aksu Home Bellona Beylikdüzü bayisinden Nadia koltuk takımı satın aldık. Ürünün montajı 06.12.2025 tarihinde Bellonaservisekibi tarafından yapıldı ancak kurulum anından itibaren büyük bir hayal kırıklığı yaşadık. Koltuk takımı, daha ilk anda oturup kalkarken aşırı derecede rahatsız edici bir gıcırtı sesi çıkarmaya başladı. Hatta eklediğim videoda da görüldüğü üzere, bırakın oturup kalkmayı, koltuğun kendi kırlentlerini koltuğun üzerine bıraktığımızda bile çok fazla ses geliyor.
Koltukları kuran Bellona servis ekibi de bu sesi yerinde bizzat dinleyip onayladı ve kusuru raporla kayıt altına aldı. Elimde bu kusuru açıkça gösteren video kayıtları da bulunmaktadır. Kurulum sırasında ürünü bu haliyle kabul etmeyeceğimizi veiadetalep ettiğimizi, montaj personelinin tuttuğu raporda özellikle belirttik.
Buna rağmen bayi ve genel müdürlük süre istiyoruz diyerek bizi sürekli oyaladı. Sonuç olarak 12.12.2025 tarihinde genel müdürlükten arandığımızda, bayinin iade talebimizi onaylamadığını öğrendik. Kararın tarafıma yazılı olarak iletilmesini istediğimde ise yalnızca telefonla bilgi verebileceklerini, yazılı bildirim yapamayacaklarını söylediler. Bu yaklaşımın, tüketiciyi sözlü retlerle yıldırmaya ve ayıplı ürünü iade almamaya yönelik olduğunu düşünüyorum.
Montajdan itibaren gıcırdayan ve bu ses nedeniyle fiilen kullanılamayan bir ürünü almak istemiyorum, buna rağmen değişim yapmaya adeta zorlanıyorum. Markaya olan güvenimi kaybetmişken, aynı markadan değişimle gelecek başka bir ürüne nasıl güvenebileceğim konusunda ciddi tereddüt yaşıyorum. Mağazada denediğim üründe hiçbir sorun yokken, evime gelen koltuk takımının bu şekilde problemli olması da güvenimi tamamen sarstı.
Tüketici olarak tek beklentim, yasal hakkım olan derhal para iadesi sürecinin başlatılması ve iade talebime yönelik ret kararlarının da tarafıma yazılı olarak iletilmesidir. Aksi halde tüm yasal haklarımı sonuna kadar kullanacağımı belirtmek isterim."
yeni-alinan-koltuk-takiminda-kusur-ve-yetersiz-musteri-destegi,https://www.sikayetvar.com/bellona/yeni-alinan-koltuk-takiminda-kusur-ve-yetersiz-musteri-destegi,Yeni Alınan Koltuk Takımında Kusur Ve Yetersiz Müşteri Desteği,Mahmut,12 Aralık 2025 23:23,"Bellona’nın online web sitesi üzerinden Mavenna koltuk takımı satın aldım. Ürün 11 Aralık’ta teslim edildi ve teslimattan yaklaşık yarım saat sonra koltuğun alt kısmında küçük de olsa bir yırtık olduğunu fark ettim. Yeni ve sıfır aldığım bir üründe böyle bir kusurla karşılaşmak beni hayal kırıklığına uğrattı.
Durumu fark eder etmez Bellona’ya WhatsApp hattı üzerinden talep oluşturdum. Tarafıma sadece “Göndermiş olduğunuz elektronik posta alınmıştır, mesajınız en kısa sürede cevaplanacaktır” şeklinde otomatik bir dönüş yapıldı, bunun dışında somut bir çözüm sunulmadı. Siparişime ait numara 7c984a0f1565857582’dir.
Mavenna koltuk takımındaki bu yırtığın en kısa sürede yetkili servis tarafından onarılmasını, gerekli incelemenin yapılarak mağduriyetimin giderilmesini talep ediyorum."
kisa-surede-hasar-goren-valencia-yemek-masasi-icin-cozum-sunulmuyor,https://www.sikayetvar.com/bellona/kisa-surede-hasar-goren-valencia-yemek-masasi-icin-cozum-sunulmuyor,Kısa Sürede Hasar Gören Valencia Yemek Masası İçin Çözüm Sunulmuyor,Emir,12 Aralık 2025 20:47,"17.08.2024 tarihinde Ankara Mamak Bellona Akınsaray mağazasından Valencia yemek masası satın aldım. Masa ilk geldiğinde herhangi bir sorun yoktu ancak çok kısa süre içinde masa üzerinde çizikler ve kabarmalar oluşmaya başladı.
Sorun ortaya çıktıktan sonra hem mağazaya giderek hem de telefonla defalarca durumu ilettim. Buna rağmen masa için kullanıcı hatası denilerek, adeta sadece dekor amaçlı kullanılabilecek bir ürünmüş gibi ifade edildi ve hiçbir şekilde çözüm sunulmadı. Satın aldığım ürünün arkasında durulmaması ve yaşadığım mağduriyetin tamamen bana yüklenmesi beni çok rahatsız etti.
Kısa sürede bu hale gelen bir yemek masasını normal kullanımda bu şekilde kabul etmem mümkün değil. Valencia yemek masamın ayıplı ürün kapsamında değerlendirilerek ücretsiz şekilde yenisiyle değiştirilmesini talep ediyorum."
kampanya-televizyonum-teslim-edilmiyor-magdur-ediliyorum,https://www.sikayetvar.com/bellona/kampanya-televizyonum-teslim-edilmiyor-magdur-ediliyorum,"Kampanya Televizyonum Teslim Edilmiyor, Mağdur Ediliyorum!",Nimet,12 Aralık 2025 19:51,"5 Ekim 2025 tarihinde Ankara Siteler A** G**** Bellona bayisinden çocuk odası için koltuk takımı aldık. Alışveriş esnasındaindirimli televizyon kampanyası vardı ve biz de bu kampanyadan televizyon hakkı kazandık. Ancak aradan zaman geçmesine rağmen televizyon tarafımıza hiç teslim edilmedi.
Mağazaya durumu sorduğumuzda sadece “Gelir gelir, biz bilemiyoruz, Samsung’dan gelecek” şeklinde geçiştiren cevaplar aldık. Ne net bir tarih veriliyor ne de sürecin gerçekten takip edildiğine dair güven veren bir açıklama yapılıyor. Biz firma ile yaptığımız alışverişin muhatabının Bellona bayisi olduğunu düşünüyoruz ve “Bizimle alakası yok” denilerek sorumluluğun üzerlerinden atılmasından rahatsızız.
Kampanya kapsamında hak etmiş olduğumuz televizyonun en kısa sürede adresimize teslim edilmesini, süreçle ilgili açık ve net bir bilgilendirme yapılmasını talep ediyorum. Aksi durumda kampanya bedelininiadesi ve mağduriyetimin giderilmesini istiyorum."
bellona-yemek-masasinda-kisa-surede-deformasyon-ve-garanti-kapsaminda-cozum-talebi,https://www.sikayetvar.com/bellona/bellona-yemek-masasinda-kisa-surede-deformasyon-ve-garanti-kapsaminda-cozum-talebi,BellonaYemek Masasında Kısa Sürede Deformasyon Ve Garanti Kapsamında Çözüm Talebi!,Elif,12 Aralık 2025 16:50,"Aralık 2023’te Bellona’dan Mirante Yemek Masası/Ceviz model yemek masası satın aldım. Ürünü aldığım günden beri düzenli olarak normal bir yemek masası gibi kullandık. İlk zamanlarda masanın üzerinde küçük çillenmeler fark ettik ancak yayılmadığı için çok önemsemedik. Zamanla bu çillenmeler ve kaplamadaki bozulmalar arttı ve görünür hale gelince Bellona’ya başvurma gereği duydum.
Ürünü Rize’deki Bellona bayisinden 6000 TL ödeyerek aldım ve hâlâ garanti kapsamı devam ediyor. Bu hafta Bellona’ya başvurduğumda, masa yüzeyindeki çillenme ve kaplama bozulmasının kullanıcı hatası olduğu, masanın nemli kaldığı için böyle bir sorun oluştuğu söylendi. Bir yemek masası için son derece normal sayılabilecek silme ve temizlik işlemleri yapılmasına rağmen, sanki yemek masası değil de sadece süs olarak durması gereken bir eşya almışız gibi bir yaklaşımla karşılaştım. Ayrıca ilk kez yemek masası kullanıyormuşuz gibi ima edilmesi, müşteri olarak beni oldukça rahatsız etti.
Garantisi devam eden bir ürünün, bu kadar kısa sürede ve normal kullanımda bu şekilde deforme olmasını kabul etmiyorum. Ürünümün tekrar incelenerek garanti kapsamında değerlendirilmesini ve yemek masasının ayıpsız, yeni bir ürünle değiştirilmesini talep ediyorum."
bellona-koltuk-takiminin-kirilan-ayagi-icin-istenen-yuksek-ucret-magduriyetimi-artirdi,https://www.sikayetvar.com/bellona/bellona-koltuk-takiminin-kirilan-ayagi-icin-istenen-yuksek-ucret-magduriyetimi-artirdi,BellonaKoltuk Takımının Kırılan Ayağı İçin İstenen Yüksek Ücret Mağduriyetimi Artırdı,Yavuz,12 Aralık 2025 16:50,"Bellona’dan aldığım valencia koltuk takımının ayağı yaklaşık 1 hafta önce kırıldı. Parçanın temini için kargo ile ayak talebinde bulunduğumda, basit bir plastik ayak için benden 1000 TL ücret istendi.
Koltuk takımını Kayseri mağazasından almıştım, bu fahiş ücret talebi ise Diyarbakır şubesinden geldi. Konuyu ilettiğimde bana fiyatların sabit olduğu, yapabilecekleri bir şey olmadığı söylendi. Hem ürünün ayağının bu kadar kısa sürede kırılması hem de plastik bir parça için böyle yüksek bir bedel talep edilmesi beni çok rahatsız etti.
Bu durumun yeniden değerlendirilmesini, koltuk ayağı için talep edilen bedelin makul bir seviyeye çekilmesini ve yaşadığım mağduriyetin giderilmesini talep ediyorum."
bellona-loretto-koltukta-kumas-esnemesi-ve-yay-sesi-sorunu-sonrasi-ilgisizlik-yasadim,https://www.sikayetvar.com/bellona/bellona-loretto-koltukta-kumas-esnemesi-ve-yay-sesi-sorunu-sonrasi-ilgisizlik-yasadim,BellonaLoretto Koltukta Kumaş Esnemesi Ve Yay Sesi Sorunu Sonrası İlgisizlik Yaşadım,Arife,12 Aralık 2025 15:43,"2024 yılı Nisan ayında Bellona Maltepe mağazasından Loretto koltuk takımı satın aldım. Koltuğu aldığımız ilk andan itibaren koltuk kumaşında esneme, oturulan kısımlarda kumaş fazlalığı ve oturunca gelen yay sesi gibi sorunlar yaşamaya başladık. Yeni alınmış bir üründe bu kadar kısa sürede ve bu kadar belirgin sorunlar olması bizi ciddi şekilde mağdur etti.
Yaşadığımız sorunları iletmek için firmayı telefonla aradım ve mail attım ancak herhangi bir geri dönüş alamadım. Ne bir inceleme yapıldı ne de çözüm sunuldu. Bu ilgisizlikten dolayı hem markaya olan güvenim sarsıldı hem de kullandığım ürünle ilgili sorunlar devam ediyor.
Bellona’dan, ayıplı olduğunu düşündüğüm Loretto koltuk takımı için paraiadesi ya da ürünün sorunsuz bir yenisiyle değişimini talep ediyorum. Mağduriyetimin en kısa sürede giderilmesini rica ediyorum."
ayipli-ve-yanlis-teslim-edilen-aynadan-sonra-magduriyetimin-giderilmesini-istiyorum,https://www.sikayetvar.com/bellona/ayipli-ve-yanlis-teslim-edilen-aynadan-sonra-magduriyetimin-giderilmesini-istiyorum,Ayıplı Ve Yanlış Teslim Edilen Aynadan Sonra Mağduriyetimin Giderilmesini İstiyorum,Safiye,12 Aralık 2025 15:33,"Bellona Ankara Keçiören Subayevleri şubesinden aldığım aynada, ilk teslim edildiği günden beri çizik ve ne yaptıysak çıkmayan kir lekeleri bulunuyor. Ürün tarafıma bu şekilde ayıplı olarak teslim edilmişti.
Sorunu fark eder etmez mağaza ile iletişime geçtik ve servis kaydı oluşturduklarını söylediler. Ardından yeni bir ayna gönderdiler ancak hem yanlış model ayna yollandı hem de bu ayna teslimat sırasında kırıldı. Bu olaydan sonra tarafıma hiçbir şekilde geri dönüş yapılmadı, ne arandım ne de süreçle ilgili bilgilendirildim.
Ayıplı gelen ürün ve sonrasında kırılarak yanlış gönderilen ayna nedeniyle mağdur edildim. Artık bu sürecin uzatılmadan sonuçlanmasını ve doğru, hatasız aynanın gönderilerek ürün değişiminin eksiksiz şekilde yapılmasını talep ediyorum."
bellona-siparisimde-teslimat-gecikti-musteri-hizmetleri-net-bilgi-vermiyor,https://www.sikayetvar.com/bellona/bellona-siparisimde-teslimat-gecikti-musteri-hizmetleri-net-bilgi-vermiyor,BellonaSiparişimde Teslimat Gecikti Müşteri Hizmetleri Net Bilgi Vermiyor,Nuray,12 Aralık 2025 14:06,"12.11.2025 tarihinde Bellona’nın online sayfasından basit bir mutfak masası siparişi verdim. Sipariş ekranında teslimat süresi açıkça 30 gün olarak belirtiliyordu. Ödemeyi de online olarak peşin gerçekleştirdim. Teslimat adresim İstanbul Eyüpsultan.
Teslim süresi yaklaşınca ürünümün akıbetini ve net teslim tarihini öğrenmek için 6 Aralık Cumartesi günü Bellona’nın WhatsApp hattına yazdım. Bana otomatik cevapla teslim süresinin 30 gün olduğu bildirildi, bunun dışında hiçbir bilgi alamadım. Bugün 12.12.2025, tam 1 ay dolmasına rağmen hâlâ ne bir arayan var ne de ürünle ilgili somut bir bilgi.
Müşteri hizmetlerini aradığımda ise siparişimle ilgili henüz hiçbir işlem yapılmadığını, teslim süresinin aslında 45 gün olduğunu söylediler. Oysa ben sipariş verirken sitede 30 gün yazıyordu, ayrıca 6 gün önce WhatsApp müşteri hattı da 30 gün olarak bilgi vermişti. Buna rağmen müşteri hizmetleri bana net bir tarih veremedi, ilgilenmek yerine “süre daha var” diyerek geçiştirdi.
96AA540c4124158347 numaralı siparişimle ilgili yaşadığım bu süreçte, hem verilen teslim süresine uyulmaması hem de ilgisiz müşteri hizmetleri nedeniyle ciddi mağduriyet yaşıyorum. Ücreti peşin ödemiş olmama rağmen ürünümün ne zaman teslim edileceğini hâlâ bilmiyorum. Mutfak masamın en kısa sürede, daha fazla gecikmeden adresime teslim edilmesini ve sürecin tarafıma açık ve net şekilde bildirilmesini talep ediyorum."
kisa-surede-oksitlenen-kanepe-makaslari-icin-garanti-kapsaminda-ucretsiz-cozum-talebi,https://www.sikayetvar.com/bellona/kisa-surede-oksitlenen-kanepe-makaslari-icin-garanti-kapsaminda-ucretsiz-cozum-talebi,Kısa Sürede Oksitlenen Kanepe Makasları İçin Garanti Kapsamında Ücretsiz Çözüm Talebi,Gülçin,12 Aralık 2025 14:05,"2024 Ağustos ayında Üsküdar Bellona bayisinden 2 adet kanepe dahil olmak üzere toplamda birkaç ürün satın aldım. Kanepeler depodan geldiğinde hafif bir küf kokusu vardı, sorun olmaz diye düşünüp temizleyerek kullanmaya başladım. Yaklaşık 5 aydır kullanıyorum ve zamanla kanepeler gıcırdamaya başladı.
Mağaza ile görüştüğümde ürünlerin garantisi olduğu, bu yüzden yetkiliservisi çağırmam gerektiği söylendi. Servis dün eve geldi, kanepelerin makaslarına baktı ve makasların tamamen oksitlendiğini, değişim için benden 3.200 TL talep ettiklerini söyledi. Bu işlemin garanti kapsamında olmadığını belirterek ücreti kabul etmedim. Servis elemanı, mağazanın da bu değişimi yapmayacağını söyleyip gitti ve ortada kaldım.
Ürünü ilk getiren kişi, kollarını takarken bu durumu bana söyleseydi bugün mağdur olmayacaktım. Evimde böyle bir oksitlenme olması mümkün değil, sadece makas değişimi talep ediyorum. Üstelik 2 kanepe için toplam 19.000 TL ödedim ve bu fiyata aldığım ürünlerde bu kadar kısa sürede böyle bir sorun yaşamam beni çok hayal kırıklığına uğrattı.
Gülçin A**** adına yapılan bu alışverişte yaşadığım mağduriyetin giderilmesini, oksitlenen makasların hiçbir ücret talep edilmeden garanti kapsamında değiştirilmesini ve sorunun kalıcı olarak çözülmesini istiyorum. Hatanın kullanıcıya yüklenmemesini ve bu süreçte mağduriyetimin dikkate alınmasını talep ediyorum."
bellona-koltuk-ve-yatak-odasi-komodininde-acilma-video,https://www.sikayetvar.com/bellona/bellona-koltuk-ve-yatak-odasi-komodininde-acilma-video,BellonaKoltuk Ve Yatak Odası Komodininde Açılma!,Zeynep,12 Aralık 2025 08:14,
bellona-nostress-yatak-sagligimizi-bozdu-acil-cozum-bekliyoruz,https://www.sikayetvar.com/bellona/bellona-nostress-yatak-sagligimizi-bozdu-acil-cozum-bekliyoruz,"BellonaNostress Yatak Sağlığımızı Bozdu, Acil Çözüm Bekliyoruz",Zehra,12 Aralık 2025 00:34,"Trabzon Of’taki Bellona bayisinden 01.05.2025 tarihinde Nostress 160X200 yatak aldık. Yatağı kullanmaya başladıktan kısa süre sonra hem bende hem eşimde ciddi bel, sırt ve vücut ağrıları başladı ve yaklaşık 4 aydır her gün ağrılarla uyanıyoruz. Sabahları yataktan kalkmakta zorlanıyoruz, resmen yataktan doğrulamaz hale geldik.
Bu ürünü alırken mağazadaki görevli yatağın çok kaliteli olduğunu, memnun kalacağımızı özellikle söyleyerek bizi bu modele yönlendirdi. Ancak yaşadığımız sağlık sorunları, yataktan beklediğimiz konforun tam tersi bir durum ortaya çıkardı.
Bellona’nın bu şikayetimi dikkate alarak Nostress 160X200 yatağın incelenmesini ve gerekli görülmesi halinde yatak değişimi yapılmasını talep ediyorum. Sağlığımızı olumsuz etkileyen bu durumun bir an önce çözülmesini istiyorum."
yeni-aldigim-bellona-yatakta-cokme-olustu-magduriyetimiz-goz-ardi-ediliyor,https://www.sikayetvar.com/bellona/yeni-aldigim-bellona-yatakta-cokme-olustu-magduriyetimiz-goz-ardi-ediliyor,Yeni AldığımBellonaYatakta Çökme Oluştu Mağduriyetimiz Göz Ardı Ediliyor,İbrahim,11 Aralık 2025 23:02,"Yaklaşık 3 ay önce Bellona’dan Soft Selection Pro 5 model yatak satın aldık. Kısa süre içinde yatağın tek tarafında ciddi bir çökme oluştu, konforu tamamen bozuldu.
Bugünservisgeldi ve yatağın hatalı olduğunu kabul etti, ancak çözüm olarak ürünü fabrikaya gönderip tamir edeceklerini, bu süreçte ise nerede yatacağımız konusunda hiçbir destek veremeyeceklerini söylediler. Yatağı yeni almış olmamıza rağmen hem kusurlu çıkması hem de tamir sürecinde mağduriyetimizin göz ardı edilmesi bizi çok rahatsız etti.
Kusurlu olduğu servis tarafından da kabul edilen bu ürün için tamir yerine birebir ürün değişimi yapılmasını talep ediyorum. Mağduriyetimin hızlı bir şekilde giderilmesini rica ediyorum."
